topic,comp,seed,month,num_tr1,num_tr2,num_te1,num_te2,val,test,num_feats,time
LGBT,ER_RC,9,Jan,65,115,22,38,0.7398,0.7392,1024,6.47
LGBT,ER_RC,4,Jan,65,115,22,38,0.8074,0.7069,1024,6.50
LGBT,ER_RC,8,Jan,65,115,22,38,0.7197,0.7751,1024,6.59
LGBT,ER_RC,7,Jan,65,115,22,38,0.7298,0.7225,1024,6.61
LGBT,ER_RC,5,Jan,65,115,22,38,0.7361,0.7715,1024,7.01
LGBT,ER_RC,6,Jan,65,115,22,38,0.7361,0.7751,1024,7.12
LGBT,ER_RC,1,Jan,65,115,22,38,0.7318,0.756,1024,7.16
LGBT,ER_RC,2,Jan,65,115,22,38,0.7227,0.8433,1024,7.26
LGBT,ER_RC,0,Jan,65,115,22,38,0.7274,0.7524,1024,7.27
LGBT,ER_RC,3,Jan,65,115,22,38,0.7833,0.6507,1024,7.73
LGBT,ER_R,9,Jan,65,177,22,59,0.6331,0.6229,1024,10.86
LGBT,ER_R,6,Jan,65,177,22,59,0.5871,0.6367,1024,10.98
LGBT,ER_R,8,Jan,65,177,22,59,0.6634,0.5123,1024,11.11
LGBT,ER_R,2,Jan,65,177,22,59,0.5991,0.5832,1024,11.33
LGBT,ER_R,0,Jan,65,177,22,59,0.595,0.5832,1024,11.45
LGBT,ER_R,4,Jan,65,177,22,59,0.6064,0.5832,1024,11.45
LGBT,ER_R,7,Jan,65,177,22,59,0.5917,0.6514,1024,11.76
LGBT,ER_R,3,Jan,65,177,22,59,0.632,0.5805,1024,11.83
LGBT,ER_R,5,Jan,65,177,22,59,0.6171,0.5828,1024,11.93
LGBT,ER_R,1,Jan,65,177,22,59,0.5768,0.6256,1024,12.27
LGBT,ER_LC,1,Jan,65,679,22,227,0.7377,0.7954,1024,21.71
LGBT,ER_LC,2,Jan,65,679,22,227,0.7363,0.7733,1024,22.50
LGBT,ER_LC,0,Jan,65,679,22,227,0.7571,0.7162,1024,22.93
LGBT,R_RC,0,Jan,177,114,59,39,0.5648,0.5741,1024,15.49
LGBT,ER_LC,6,Jan,65,679,22,227,0.7477,0.6722,1024,20.85
LGBT,ER_LC,3,Jan,65,679,22,227,0.7557,0.7287,1024,21.23
LGBT,R_RC,2,Jan,177,114,59,39,0.6211,0.5485,1024,15.60
LGBT,ER_LC,4,Jan,65,679,22,227,0.7315,0.7499,1024,21.67
LGBT,ER_LC,9,Jan,65,679,22,227,0.7474,0.7177,1024,21.46
LGBT,ER_LC,8,Jan,65,679,22,227,0.7469,0.6839,1024,21.56
LGBT,ER_LC,5,Jan,65,679,22,227,0.7301,0.7543,1024,22.26
LGBT,ER_L,4,Jan,65,685,22,229,0.6893,0.7374,1024,18.07
LGBT,R_RC,1,Jan,177,114,59,39,0.5921,0.638,1024,17.67
LGBT,ER_L,0,Jan,65,685,22,229,0.6933,0.7116,1024,23.43
LGBT,ER_L,6,Jan,65,685,22,229,0.7226,0.7352,1024,19.53
LGBT,ER_LC,7,Jan,65,679,22,227,0.7564,0.7799,1024,23.88
LGBT,ER_L,2,Jan,65,685,22,229,0.6827,0.7396,1024,23.24
LGBT,ER_L,1,Jan,65,685,22,229,0.7161,0.7527,1024,23.72
LGBT,ER_L,8,Jan,65,685,22,229,0.7267,0.664,1024,22.15
LGBT,ER_L,5,Jan,65,685,22,229,0.7164,0.7169,1024,23.19
LGBT,ER_L,3,Jan,65,685,22,229,0.7446,0.6714,1024,23.69
LGBT,ER_L,9,Jan,65,685,22,229,0.712,0.705,1024,22.83
LGBT,ER_L,7,Jan,65,685,22,229,0.7274,0.7396,1024,24.16
LGBT,R_RC,3,Jan,177,114,59,39,0.6187,0.5272,1024,15.73
LGBT,C_ER,0,Jan,180,65,60,22,0.6953,0.8235,1024,9.89
LGBT,C_ER,3,Jan,180,65,60,22,0.7538,0.7182,1024,9.43
LGBT,C_ER,1,Jan,180,65,60,22,0.7425,0.797,1024,9.99
LGBT,C_ER,4,Jan,180,65,60,22,0.6705,0.8152,1024,9.68
LGBT,C_ER,2,Jan,180,65,60,22,0.7378,0.7121,1024,10.14
LGBT,R_RC,4,Jan,177,114,59,39,0.5689,0.6682,1024,16.93
LGBT,C_ER,7,Jan,180,65,60,22,0.7299,0.7924,1024,9.05
LGBT,R_RC,5,Jan,177,114,59,39,0.6141,0.5613,1024,17.30
LGBT,C_ER,6,Jan,180,65,60,22,0.769,0.6356,1024,9.70
LGBT,C_ER,9,Jan,180,65,60,22,0.7077,0.7159,1024,9.59
LGBT,C_ER,8,Jan,180,65,60,22,0.7677,0.7795,1024,9.70
